Source,Target
203951,92339
92351,92339
92350,92339
231897,92339
92352,92339
92348,92339
92361,92339
231898,92339
231901,92339
231899,92339
231900,92339
92359,92339
92358,92339
92353,92339
92342,92339
232031,92339
232032,92339
232033,92339
232034,92339
232035,92339
232036,92339
92344,92339
232037,92339
92345,92339
232038,92339
232039,92339
204006,92339
92335,92339
92334,92339
92336,92339
92339,92339
92340,92339
204050,92339
92337,92339
203805,92339
203992,92339
203993,92339
203994,92339
203995,92339
203996,92339
203997,92339
203998,92339
203999,92339
204000,92339
204001,92339
204002,92339
204003,92339
204004,92339
203909,92339
203908,92339
203907,92339
203906,92339
203905,92339
203904,92339
203903,92339
203902,92339
203901,92339
203900,92339
203899,92339
203898,92339
205333,92339
232100,92339
232101,92339
92363,92339
190689,92339
264274,92340
53180,92340
67732,92340
67731,92340
92338,92340
205297,92340
205294,92340
205329,92340
205295,92340
205296,92340
205302,92340
205298,92340
205299,92340
205307,92340
205303,92340
205300,92340
205306,92340
205328,92340
205301,92340
205305,92340
205304,92340
205330,92340
205311,92340
205316,92340
205312,92340
205315,92340
205310,92340
205314,92340
205324,92340
205327,92340
205323,92340
205313,92340
205320,92340
205325,92340
205321,92340
205322,92340
205319,92340
205318,92340
205309,92340
205317,92340
205308,92340
205326,92340
231315,92340
231375,92340
231376,92340
231377,92340
231378,92340
231379,92340
231380,92340
92362,92340
92368,92340
92367,92340
92366,92340
92365,92340
92346,92340
92371,92340
204005,92340
92364,92340
231564,92340
92343,92340
231683,92340
231684,92340
231685,92340
231686,92340
231687,92340
207696,92340
231749,92340
231750,92340
231751,92340
231752,92340
231753,92340
231754,92340
231755,92340
231756,92340
231757,92340
92341,92340
231758,92340
231759,92340
231760,92340
231761,92340
231762,92340
231763,92340
231764,92340
231824,92340
92347,92340
231891,92340
92356,92340
67734,92340
231892,92340
231893,92340
92360,92340
207699,92340
92349,92340
92355,92340
92354,92340
231894,92340
231895,92340
231896,92340
92357,92340
203950,92340
203951,92340
92351,92340
92350,92340
231897,92340
92352,92340
92348,92340
92361,92340
231898,92340
231901,92340
231899,92340
231900,92340
92359,92340
92358,92340
92353,92340
92342,92340
232031,92340
232032,92340
232033,92340
232034,92340
232035,92340
232036,92340
92344,92340
232037,92340
92345,92340
232038,92340
232039,92340
204006,92340
92335,92340
92334,92340
92336,92340
92339,92340
92340,92340
204050,92340
92337,92340
203805,92340
203992,92340
203993,92340
203994,92340
203995,92340
203996,92340
203997,92340
203998,92340
203999,92340
204000,92340
204001,92340
204002,92340
204003,92340
204004,92340
203909,92340
203908,92340
203907,92340
203906,92340
203905,92340
203904,92340
203903,92340
203902,92340
203901,92340
203900,92340
203899,92340
203898,92340
205333,92340
232100,92340
232101,92340
92363,92340
190689,92340
92340,204050
264274,92337
53180,92337
67732,92337
67731,92337
92338,92337
205297,92337
205294,92337
205329,92337
205295,92337
205296,92337
205302,92337
205298,92337
205299,92337
205307,92337
205303,92337
205300,92337
205306,92337
205328,92337
205301,92337
205305,92337
205304,92337
205330,92337
205311,92337
205316,92337
205312,92337
205315,92337
205310,92337
205314,92337
205324,92337
205327,92337
205323,92337
205313,92337
205320,92337
205325,92337
205321,92337
205322,92337
205319,92337
205318,92337
205309,92337
205317,92337
205308,92337
205326,92337
231315,92337
231375,92337
231376,92337
231377,92337
231378,92337
231379,92337
231380,92337
92362,92337
92368,92337
92367,92337
92366,92337
92365,92337
92346,92337
92371,92337
204005,92337
92364,92337
231564,92337
92343,92337
231683,92337
231684,92337
231685,92337
231686,92337
231687,92337
207696,92337
231749,92337
231750,92337
231751,92337
231752,92337
231753,92337
231754,92337
231755,92337
231756,92337
231757,92337
92341,92337
231758,92337
231759,92337
231760,92337
231761,92337
231762,92337
231763,92337
231764,92337
231824,92337
92347,92337
231891,92337
92356,92337
67734,92337
231892,92337
231893,92337
92360,92337
207699,92337
92349,92337
92355,92337
92354,92337
231894,92337
231895,92337
231896,92337
92357,92337
203950,92337
203951,92337
92351,92337
92350,92337
231897,92337
92352,92337
92348,92337
92361,92337
231898,92337
231901,92337
231899,92337
231900,92337
92359,92337
92358,92337
92353,92337
92342,92337
232031,92337
232032,92337
232033,92337
232034,92337
232035,92337
232036,92337
92344,92337
232037,92337
92345,92337
232038,92337
232039,92337
204006,92337
92335,92337
92334,92337
92336,92337
92339,92337
92340,92337
204050,92337
92337,92337
203805,92337
203992,92337
203993,92337
203994,92337
203995,92337
203996,92337
203997,92337
203998,92337
203999,92337
204000,92337
204001,92337
204002,92337
204003,92337
204004,92337
203909,92337
203908,92337
203907,92337
203906,92337
203905,92337
203904,92337
203903,92337
203902,92337
203901,92337
203900,92337
203899,92337
203898,92337
205333,92337
232100,92337
232101,92337
92363,92337
190689,92337
92338,203805
203950,203805
203951,203805
92334,203805
92336,203805
92339,203805
92340,203805
204050,203805
92337,203805
203992,203805
203993,203805
203994,203805
203995,203805
203996,203805
203997,203805
203998,203805
203999,203805
204000,203805
204001,203805
204002,203805
204003,203805
204004,203805
203908,203805
203906,203805
203904,203805
203902,203805
203900,203805
203898,203805
92339,203992
203992,203992
203993,203992
203994,203992
203995,203992
203996,203992
203997,203992
203998,203992
203999,203992
204000,203992
204001,203992
204002,203992
204003,203992
204004,203992
92339,203993
203992,203993
203993,203993
203994,203993
203995,203993
203996,203993
203997,203993
203998,203993
203999,203993
204000,203993
204001,203993
204002,203993
204003,203993
204004,203993
203993,231374
92339,203994
203992,203994
203993,203994
203994,203994
203995,203994
203996,203994
203997,203994
203998,203994
203999,203994
204000,203994
204001,203994
204002,203994
204003,203994
204004,203994
203994,231439
203994,231440
203994,231441
203994,231442
203994,231443
92339,203995
203992,203995
203993,203995
203994,203995
203995,203995
203996,203995
203997,203995
203998,203995
203999,203995
204000,203995
204001,203995
204002,203995
204003,203995
204004,203995
203995,231502
203995,231503
203995,231504
203995,231505
92339,203996
203992,203996
203993,203996
203994,203996
203995,203996
203996,203996
203997,203996
203998,203996
203999,203996
204000,203996
204001,203996
204002,203996
204003,203996
204004,203996
92339,203997
203992,203997
203993,203997
203994,203997
203995,203997
203996,203997
203997,203997
203998,203997
203999,203997
204000,203997
204001,203997
204002,203997
204003,203997
204004,203997
92339,203998
203992,203998
203993,203998
203994,203998
203995,203998
203996,203998
203997,203998
203998,203998
203999,203998
204000,203998
204001,203998
204002,203998
204003,203998
204004,203998
203998,231682
92339,203999
203992,203999
203993,203999
203994,203999
203995,203999
203996,203999
203997,203999
203998,203999
203999,203999
204000,203999
204001,203999
204002,203999
204003,203999
204004,203999
203999,231746
203999,231747
203999,231748
92339,204000
203992,204000
203993,204000
203994,204000
203995,204000
203996,204000
203997,204000
203998,204000
203999,204000
204000,204000
204001,204000
204002,204000
204003,204000
204004,204000
92339,204001
203992,204001
203993,204001
203994,204001
203995,204001
203996,204001
203997,204001
203998,204001
203999,204001
204000,204001
204001,204001
204002,204001
204003,204001
204004,204001
204001,231883
204001,231884
204001,231885
204001,231886
204001,231887
204001,231888
204001,231889
204001,231890
92339,204002
203992,204002
203993,204002
203994,204002
203995,204002
203996,204002
203997,204002
203998,204002
203999,204002
204000,204002
204001,204002
204002,204002
204003,204002
204004,204002
92339,204003
203992,204003
203993,204003
203994,204003
203995,204003
203996,204003
203997,204003
203998,204003
203999,204003
204000,204003
204001,204003
204002,204003
204003,204003
204004,204003
204003,232030
92339,204004
203992,204004
203993,204004
203994,204004
203995,204004
203996,204004
203997,204004
203998,204004
203999,204004
204000,204004
204001,204004
204002,204004
204003,204004
204004,204004
203951,203909
92337,203909
203908,203909
203951,203908
92337,203908
203951,203907
92337,203907
203906,203907
203951,203906
92337,203906
203951,203905
92337,203905
203904,203905
203951,203904
92337,203904
203951,203903
92337,203903
203902,203903
203951,203902
92337,203902
203951,203901
92337,203901
203900,203901
203951,203900
92337,203900
203950,203899
203951,203899
92337,203899
203898,203899
203951,203898
92337,203898
207704,205333
92369,205333
204004,232100
204004,232101
264274,92363
53180,92363
67732,92363
67731,92363
92338,92363
205297,92363
205294,92363
205329,92363
205295,92363
205296,92363
205302,92363
205298,92363
205299,92363
205307,92363
205303,92363
205300,92363
205306,92363
205328,92363
205301,92363
205305,92363
205304,92363
205330,92363
205311,92363
205316,92363
205312,92363
205315,92363
205310,92363
205314,92363
205324,92363
205327,92363
205323,92363
205313,92363
205320,92363
205325,92363
205321,92363
205322,92363
205319,92363
205318,92363
205309,92363
205317,92363
205308,92363
205326,92363
231315,92363
231375,92363
231376,92363
231377,92363
231378,92363
231379,92363
231380,92363
92362,92363
92368,92363
92367,92363
92366,92363
92365,92363
92346,92363
92371,92363
204005,92363
92364,92363
231564,92363
92343,92363
231683,92363
231684,92363
231685,92363
231686,92363
231687,92363
207696,92363
231749,92363
231750,92363
231751,92363
231752,92363
231753,92363
231754,92363
231755,92363
231756,92363
231757,92363
92341,92363
231758,92363
231759,92363
231760,92363
231761,92363
231762,92363
231763,92363
231764,92363
231824,92363
92347,92363
231891,92363
92356,92363
67734,92363
231892,92363
231893,92363
92360,92363
207699,92363
92349,92363
92355,92363
92354,92363
231894,92363
231895,92363
231896,92363
92357,92363
203951,92363
92351,92363
92350,92363
231897,92363
92352,92363
92348,92363
92361,92363
231898,92363
231901,92363
231899,92363
231900,92363
92359,92363
92358,92363
92353,92363
92342,92363
232031,92363
232032,92363
232033,92363
232034,92363
232035,92363
232036,92363
92344,92363
232037,92363
92345,92363
232038,92363
232039,92363
204006,92363
92335,92363
92334,92363
92339,92363
92340,92363
204050,92363
92337,92363
203805,92363
203992,92363
203993,92363
203994,92363
203995,92363
203996,92363
203997,92363
203998,92363
203999,92363
204000,92363
204001,92363
204002,92363
204003,92363
204004,92363
203909,92363
203907,92363
203905,92363
203903,92363
203901,92363
203899,92363
205333,92363
232100,92363
232101,92363
92363,92363
190689,92363
3653,53398
53398,92420
92420,92420
92417,92420
250707,264768
250707,264770
250707,264769
250707,264778
264778,273808
250707,264775
264775,273787
250707,264776
264776,273794
250707,264777
264777,273801
250707,264774
264774,273780
250707,264779
264779,273815
250707,264773
264268,271679
264268,271696
264268,271697
264268,271695
264268,271678
264268,271682
264268,271688
264268,271687
264268,271690
264268,271691
264268,271689
264268,271684
264268,271685
264268,271694
264268,271693
264268,271692
264268,271686
264268,271683
264268,271680
250707,264771
250707,264772
264254,271400
264254,271407
264254,271408
264254,271406
264254,271401
264254,271403
264254,271402
264254,271404
264254,271398
264254,271405
264253,206195
93617,206195
93618,206195
206204,206195
206181,206195
264253,206196
93617,206196
93618,206196
206204,206196
206181,206196
264253,206194
93617,206194
93618,206194
206204,206194
206181,206194
264253,206179
93617,206179
93618,206179
206204,206179
206181,206179
264253,206182
93617,206182
93618,206182
206204,206182
206181,206182
206204,234690
206181,234659
264253,206188
93617,206188
93618,206188
206204,206188
206181,206188
264253,206187
93617,206187
93618,206187
206204,206187
206181,206187
93618,206210
206204,206210
264253,206190
93617,206190
206181,206190
264253,206191
93617,206191
93618,206191
206204,206191
206181,206191
93618,206209
206204,206209
264253,206189
93617,206189
206181,206189
264253,206178
93617,206178
206181,206178
93618,206206
206204,206206
93618,206207
206204,206207
206204,234691
206204,234692
93618,206212
206204,206212
206204,234694
93618,206211
264253,206184
93617,206184
206181,206184
264253,206185
93617,206185
206181,206185
206181,234660
206181,234661
264253,206193
93617,206193
206181,206193
206181,234663
264253,206192
93617,206192
93618,206208
264253,206186
93617,206186
93618,206205
206204,206205
264253,206183
93617,206183
206181,206183
206204,234688
206181,234657
206204,234689
206181,234658
21808,71991
71963,71991
264259,271499
264259,271506
264259,271507
264259,271505
264259,271500
264259,271502
264259,271501
264259,271503
264259,271497
264259,271504
264257,271466
264257,271467
264257,271465
264257,271452
264257,271450
264257,271458
264257,271457
264257,271460
264257,271461
264257,271459
264257,271454
264257,271455
264257,271464
264257,271463
264257,271462
264257,271456
264257,271453
264258,271490
264258,271491
264258,271489
264258,271477
264258,271482
264258,271481
264258,271484
264258,271485
264258,271483
264258,271479
264258,271480
264258,271488
264258,271487
264258,271486
264258,271476
264258,271478
264256,271444
264256,271445
264256,271443
264256,271430
264256,271428
264256,271436
264256,271435
264256,271438
264256,271439
264256,271437
264256,271432
264256,271433
264256,271442
264256,271441
264256,271440
264256,271434
264256,271431
73122,194668
191886,212363
264260,271514
264260,271521
264260,271522
264260,271520
264260,271515
264260,271517
264260,271516
264260,271518
264260,271512
264260,271519
264261,271529
264261,271536
264261,271537
264261,271535
264261,271530
264261,271532
264261,271531
264261,271533
264261,271527
264261,271534
29757,72680
264266,271650
264266,271657
264266,271658
264266,271656
264266,271651
264266,271653
264266,271652
264266,271654
264266,271648
264266,271655
215792,72635
215915,72635
192286,72635
192288,72635
30089,72635
212887,72635
28931,72635
47073,74532
47073,74568
47073,74567
92377,205451
92377,205449
92377,205450
92377,205448
47073,74566
92377,205447
92377,205445
92377,205446
92377,205444
47073,74565
92377,205443
92377,205441
92377,205442
92377,205440
47073,74564
92377,205439
92377,205437
92377,205438
92377,205436
47073,74563
92377,205433
92377,205434
92377,205432
72260,191452
72258,191452
72260,191451
72258,191451
92377,205429
192967,214795
92377,205427
92377,205428
73016,194361
194374,194361
192518,213314
192585,213314
192587,213314
92377,205430
47073,74562
72260,191450
72258,191450
73016,194360
194374,194360
166543,73164
194735,73164
211771,73164
35983,73164
92377,205424
92377,205425
92377,205426
191793,212256
72260,191449
72258,191449
72606,192975
192963,192975
192961,192975
192966,192975
192964,192975
192962,192975
72606,192969
192963,192969
192961,192969
192966,192969
192964,192969
192962,192969
72606,192974
192963,192974
192961,192974
192966,192974
192964,192974
192962,192974
72606,192973
192963,192973
192961,192973
192966,192973
192964,192973
192962,192973
72606,192972
192963,192972
192961,192972
192966,192972
192964,192972
192962,192972
19774,71708
193229,71708
19774,71707
193229,71707
192785,214458
166543,73165
194735,73165
211771,73165
35983,73165
214658,250335
72260,191448
72258,191448
166543,73166
194735,73166
211771,73166
35983,73166
72607,192985
192785,214466
72260,191447
72258,191447
72260,191445
72258,191445
72260,191446
72258,191446
194173,72266
25037,72266
72925,72266
192421,72599
213619,72599
28430,72599
192469,72599
211772,249211
166543,73167
194735,73167
211771,73167
35983,73167
213651,192812
213635,192812
72594,192812
192561,192812
192777,192812
192778,192812
192776,192812
192783,192812
192779,192812
213651,192813
213635,192813
72594,192813
192561,192813
192777,192813
192778,192813
192776,192813
192783,192813
192779,192813
192785,214449
192587,213632
194173,72265
25037,72265
72925,72265
194173,72272
25037,72272
72925,72272
72598,192881
72598,192883
194173,72269
25037,72269
72925,72269
211772,249213
72604,192949
72604,192948
72604,192950
194173,72271
25037,72271
72925,72271
194173,72264
25037,72264
72925,72264
194173,72263
25037,72263
72925,72263
71851,72235
24540,72235
72604,192952
192941,214619
192941,214622
192941,214618
72604,192947
192941,192947
72604,192939
192941,192939
192941,214615
72604,192944
72604,192943
72604,192942
72604,192940
194173,72262
25037,72262
72925,72262
264270,271717
71851,72236
24540,72236
71851,72238
24540,72238
194173,72268
25037,72268
72925,72268
194173,72270
25037,72270
72925,72270
33585,73046
33585,73044
33585,73042
33585,73047
72260,191461
72260,191427
72258,191427
72260,191462
72260,191463
72260,191432
72258,191432
72260,191464
72260,191428
72258,191428
72258,191429
72260,191465
72260,191433
72258,191433
72260,191436
72258,191436
72260,191437
72258,191437
72260,191438
72258,191438
72260,191439
72258,191439
72260,191440
72258,191440
72260,191441
72258,191441
72260,191442
72258,191442
72260,191443
72258,191443
72260,191444
72258,191444
33585,73048
194173,72257
25037,72257
72925,72257
166543,73161
194735,73161
211771,73161
35983,73161
48237,75488
71851,72239
24540,72239
194955,217432
33585,73041
210683,193622
72840,193622
210676,193622
47067,74520
194173,72260
25037,72260
72925,72260
194173,72259
25037,72259
72925,72259
72258,191430
72258,191431
72258,191434
194173,72256
25037,72256
72925,72256
198866,218017
166543,73162
194735,73162
211771,73162
35983,73162
73163,194761
73163,194758
73163,194755
73163,194760
73163,194762
73163,194757
73163,194753
73163,194754
73163,194759
73163,194756
74428,194955
33585,73040
166543,73160
194735,73160
211771,73160
35983,73160
210683,193620
72840,193620
210676,193620
47067,74522
47067,74523
282723,83944
50444,83944
194173,72258
25037,72258
72925,72258
166543,73163
194735,73163
211771,73163
35983,73163
47064,74428
2751,47064
47065,74517
2751,47065
2751,47066
210683,193618
72840,193618
210676,193618
2751,47067
2751,47068
2751,47069
2751,47070
2751,47071
2751,47072
194619,217205
67692,73134
34414,73134
25449,72303
191499,72303
25449,72302
191499,72302
193190,215096
193190,215101
193190,215092
193190,215093
193190,215094
193190,215100
193190,215098
193190,215099
193190,215095
193190,215097
193190,215091
282954,192076
72468,192076
249249,73020
273914,73020
194386,73020
250656,73020
194343,73020
33337,73020
72087,73020
72260,191453
72258,191453
72260,191455
72258,191455
72260,191454
72258,191454
193924,216357
193924,216358
193924,216359
92377,205435
92377,205431
72635,193154
74532,193154
205435,193154
205431,193154
74559,74539
74557,74539
74554,74539
74551,74539
74548,74539
74545,74539
74542,74539
74560,74539
74555,74539
74552,74539
74549,74539
74546,74539
74543,74539
74540,74539
74537,74539
74561,74539
74558,74539
74556,74539
74553,74539
74550,74539
74547,74539
74544,74539
74541,74539
74538,74539
193154,74539
74539,74539
74536,74539
74533,74539
195441,74539
195438,74539
195435,74539
195444,74539
74534,74539
74531,74539
195440,74539
195437,74539
195443,74539
74535,74539
195442,74539
195439,74539
195436,74539
47073,74539
74559,74536
74557,74536
74554,74536
74551,74536
74548,74536
74545,74536
74542,74536
74560,74536
74555,74536
74552,74536
74549,74536
74546,74536
74543,74536
74540,74536
74537,74536
74561,74536
74558,74536
74556,74536
74553,74536
74550,74536
74547,74536
74544,74536
74541,74536
74538,74536
193154,74536
74539,74536
74536,74536
74533,74536
195441,74536
195438,74536
195435,74536
195444,74536
74534,74536
74531,74536
195440,74536
195437,74536
195443,74536
74535,74536
195442,74536
195439,74536
195436,74536
47073,74536
74559,74533
74557,74533
74554,74533
74551,74533
74548,74533
74545,74533
74542,74533
74560,74533
74555,74533
74552,74533
74549,74533
74546,74533
74543,74533
74540,74533
74537,74533
74561,74533
74558,74533
74556,74533
74553,74533
74550,74533
74547,74533
74544,74533
74541,74533
74538,74533
193154,74533
74539,74533
74536,74533
74533,74533
195441,74533
195438,74533
195435,74533
195444,74533
74534,74533
74531,74533
195440,74533
195437,74533
195443,74533
74535,74533
195442,74533
195439,74533
195436,74533
47073,74533
74559,195441
74557,195441
74554,195441
74551,195441
74548,195441
74545,195441
74542,195441
74560,195441
74555,195441
74552,195441
74549,195441
74546,195441
74543,195441
74540,195441
74537,195441
74561,195441
74558,195441
74556,195441
74553,195441
74550,195441
74547,195441
74544,195441
74541,195441
74538,195441
193154,195441
74539,195441
74536,195441
74533,195441
195441,195441
195438,195441
195435,195441
195444,195441
74534,195441
74531,195441
195440,195441
195437,195441
195443,195441
74535,195441
195442,195441
195439,195441
195436,195441
74559,195438
74557,195438
74554,195438
74551,195438
74548,195438
74545,195438
74542,195438
74560,195438
74555,195438
74552,195438
74549,195438
74546,195438
74543,195438
74540,195438
74537,195438
74561,195438
74558,195438
74556,195438
74553,195438
74550,195438
74547,195438
74544,195438
74541,195438
74538,195438
193154,195438
74539,195438
74536,195438
74533,195438
195441,195438
195438,195438
195435,195438
195444,195438
74534,195438
74531,195438
195440,195438
195437,195438
195443,195438
74535,195438
195442,195438
195439,195438
195436,195438
74559,195435
74557,195435
74554,195435
74551,195435
74548,195435
74545,195435
74542,195435
74560,195435
74555,195435
74552,195435
74549,195435
74546,195435
74543,195435
74540,195435
74537,195435
74561,195435
74558,195435
74556,195435
74553,195435
74550,195435
74547,195435
74544,195435
74541,195435
74538,195435
193154,195435
74539,195435
74536,195435
74533,195435
195441,195435
195438,195435
195435,195435
195444,195435
74534,195435
74531,195435
195440,195435
195437,195435
195443,195435
74535,195435
195442,195435
195439,195435
195436,195435
74559,195444
74557,195444
74554,195444
74551,195444
74548,195444
74545,195444
74542,195444
74560,195444
74555,195444
74552,195444
74549,195444
74546,195444
74543,195444
74540,195444
74537,195444
74561,195444
74558,195444
74556,195444
74553,195444
74550,195444
74547,195444
74544,195444
74541,195444
74538,195444
193154,195444
74539,195444
74536,195444
74533,195444
195441,195444
195438,195444
195435,195444
195444,195444
74534,195444
74531,195444
195440,195444
195437,195444
195443,195444
74535,195444
195442,195444
195439,195444
195436,195444
74559,74534
74557,74534
74554,74534
74551,74534
74548,74534
74545,74534
74542,74534
74560,74534
74555,74534
74552,74534
74549,74534
74546,74534
74543,74534
74540,74534
74537,74534
74561,74534
74558,74534
74556,74534
74553,74534
74550,74534
74547,74534
74544,74534
74541,74534
74538,74534
193154,74534
74539,74534
74536,74534
74533,74534
195441,74534
195438,74534
195435,74534
195444,74534
74534,74534
74531,74534
195440,74534
195437,74534
195443,74534
74535,74534
195442,74534
195439,74534
195436,74534
47073,74534
74559,74531
74557,74531
74554,74531
74551,74531
74548,74531
74545,74531
74542,74531
74560,74531
74555,74531
74552,74531
74549,74531
74546,74531
74543,74531
74540,74531
74537,74531
74561,74531
74558,74531
74556,74531
74553,74531
74550,74531
74547,74531
74544,74531
74541,74531
74538,74531
193154,74531
74539,74531
74536,74531
74533,74531
195441,74531
195438,74531
195435,74531
195444,74531
74534,74531
74531,74531
195440,74531
195437,74531
195443,74531
74535,74531
195442,74531
195439,74531
195436,74531
47073,74531
74559,195440
74557,195440
74554,195440
74551,195440
74548,195440
74545,195440
74542,195440
74560,195440
74555,195440
74552,195440
74549,195440
74546,195440
74543,195440
74540,195440
74537,195440
74561,195440
74558,195440
74556,195440
74553,195440
74550,195440
74547,195440
74544,195440
74541,195440
74538,195440
193154,195440
74539,195440
74536,195440
74533,195440
195441,195440
195438,195440
195435,195440
195444,195440
74534,195440
74531,195440
195440,195440
195437,195440
195443,195440
74535,195440
195442,195440
195439,195440
195436,195440
74559,195437
74557,195437
74554,195437
74551,195437
74548,195437
74545,195437
74542,195437
74560,195437
74555,195437
74552,195437
74549,195437
74546,195437
74543,195437
74540,195437
74537,195437
74561,195437
74558,195437
74556,195437
74553,195437
74550,195437
74547,195437
74544,195437
74541,195437
74538,195437
193154,195437
74539,195437
74536,195437
74533,195437
195441,195437
195438,195437
195435,195437
195444,195437
74534,195437
74531,195437
195440,195437
195437,195437
195443,195437
74535,195437
195442,195437
195439,195437
195436,195437
74559,195443
74557,195443
74554,195443
74551,195443
74548,195443
74545,195443
74542,195443
74560,195443
74555,195443
74552,195443
74549,195443
74546,195443
74543,195443
74540,195443
74537,195443
74561,195443
74558,195443
74556,195443
74553,195443
74550,195443
74547,195443
74544,195443
74541,195443
74538,195443
193154,195443
74539,195443
74536,195443
74533,195443
195441,195443
195438,195443
195435,195443
195444,195443
74534,195443
74531,195443
195440,195443
195437,195443
195443,195443
74535,195443
195442,195443
195439,195443
195436,195443
74559,74535
74557,74535
74554,74535
74551,74535
74548,74535
74545,74535
74542,74535
74560,74535
74555,74535
74552,74535
74549,74535
74546,74535
74543,74535
74540,74535
74537,74535
74561,74535
74558,74535
74556,74535
74553,74535
74550,74535
74547,74535
74544,74535
74541,74535
74538,74535
193154,74535
74539,74535
74536,74535
74533,74535
195441,74535
195438,74535
195435,74535
195444,74535
74534,74535
74531,74535
195440,74535
195437,74535
195443,74535
74535,74535
195442,74535
195439,74535
195436,74535
47073,74535
74559,195442
74557,195442
74554,195442
74551,195442
74548,195442
74545,195442
74542,195442
74560,195442
74555,195442
74552,195442
74549,195442
74546,195442
74543,195442
74540,195442
74537,195442
74561,195442
74558,195442
74556,195442
74553,195442
74550,195442
74547,195442
74544,195442
74541,195442
74538,195442
193154,195442
74539,195442
74536,195442
74533,195442
195441,195442
195438,195442
195435,195442
195444,195442
74534,195442
74531,195442
195440,195442
195437,195442
195443,195442
74535,195442
195442,195442
195439,195442
195436,195442
74559,195439
74557,195439
74554,195439
74551,195439
74548,195439
74545,195439
74542,195439
74560,195439
74555,195439
74552,195439
74549,195439
74546,195439
74543,195439
74540,195439
74537,195439
74561,195439
74558,195439
74556,195439
74553,195439
74550,195439
74547,195439
74544,195439
74541,195439
74538,195439
193154,195439
74539,195439
74536,195439
74533,195439
195441,195439
195438,195439
195435,195439
195444,195439
74534,195439
74531,195439
195440,195439
195437,195439
195443,195439
74535,195439
195442,195439
195439,195439
195436,195439
74559,195436
74557,195436
74554,195436
74551,195436
74548,195436
74545,195436
74542,195436
74560,195436
74555,195436
74552,195436
74549,195436
74546,195436
74543,195436
74540,195436
74537,195436
74561,195436
74558,195436
74556,195436
74553,195436
74550,195436
74547,195436
74544,195436
74541,195436
74538,195436
193154,195436
74539,195436
74536,195436
74533,195436
195441,195436
195438,195436
195435,195436
195444,195436
74534,195436
74531,195436
195440,195436
195437,195436
195443,195436
74535,195436
195442,195436
195439,195436
195436,195436
264276,271866
264276,271873
264276,271874
264276,271872
264276,271867
264276,271869
264276,271868
264276,271870
264276,271864
264276,271871
71992,190158
71992,190163
71992,190161
71992,190164
71992,190162
225858,254445
254457,254445
225858,254452
254457,254452
225858,254449
254457,254449
225858,254444
225858,254450
254457,254450
254457,265870
225858,254451
254457,254451
225858,254448
254457,254448
225858,254446
254457,254446
225858,254447
254457,254447
225858,254456
92389,205471
273971,282859
272738,214902
192992,214902
273877,189649
273872,189649
265053,189649
72941,189649
71723,189649
216072,189649
264938,189649
193901,189649
274264,189649
72671,189649
73145,189649
72910,189649
194160,189649
251245,189649
21808,71994
71963,71994
273993,283324
9989,67752
250705,67752
273983,67752
53720,92468
53720,92495
53720,92452
53720,92525
53720,92471
53720,92457
53720,92461
264269,271704
264269,271711
264269,271712
264269,271710
264269,271705
264269,271707
264269,271706
264269,271708
264269,271702
264269,271709
264267,271665
264267,271672
264267,271673
264267,271671
264267,271666
264267,271668
264267,271667
264267,271669
264267,271663
264267,271670
191902,212414
191902,212416
191902,212415
191902,212428
191902,212422
191902,212421
191902,212432
191902,212433
191902,212420
191902,212423
191902,212426
191902,212419
191902,212417
191902,212418
191902,212425
191902,212429
191902,212424
49977,79330
71971,189956
53120,53141
3481,53141
53114,53141
53115,53141
53117,53141
91397,53141
91398,53141
199504,53141
91399,53141
199469,53141
199470,53141
199472,53141
91400,53141
199502,53141
199503,53141
199471,53141
199016,53141
53132,53141
91971,53141
91972,53141
91694,53141
200962,53141
200963,53141
91541,53141
199973,53141
199974,53141
91590,53141
200317,53141
200318,53141
91874,53141
202525,53141
202526,53141
91540,53141
199923,53141
199924,53141
203046,53141
91976,53141
203013,53141
203014,53141
203016,53141
91977,53141
203044,53141
203045,53141
203015,53141
53118,53141
91431,53141
91432,53141
199632,53141
91433,53141
199599,53141
199600,53141
199602,53141
91434,53141
199630,53141
199631,53141
199601,53141
53126,53141
91758,53141
91759,53141
202980,53141
202050,53141
202016,53141
202015,53141
91762,53141
91763,53141
91346,53141
198994,53141
198995,53141
202979,53141
198998,53141
199020,53141
199021,53141
198997,53141
91761,53141
201983,53141
201984,53141
201985,53141
201986,53141
91974,53141
202932,53141
202933,53141
202977,53141
92292,53141
203763,53141
203764,53141
203684,53141
92252,53141
203722,53141
203723,53141
203724,53141
203765,53141
203683,53141
92251,53141
203681,53141
203682,53141
53139,53141
53140,53141
53131,53141
91939,53141
91940,53141
202786,53141
202756,53141
202755,53141
91941,53141
91942,53141
53127,53141
91794,53141
91795,53141
91797,53141
91796,53141
202154,53141
202155,53141
202156,53141
91873,53141
202493,53141
202494,53141
202495,53141
202496,53141
53129,53141
91871,53141
91872,53141
200325,53141
223642,53141
53123,53141
91641,53141
91642,53141
53130,53141
91906,53141
91907,53141
202661,53141
91908,53141
202627,53141
202628,53141
202630,53141
91909,53141
202659,53141
202660,53141
202629,53141
53124,53141
91659,53141
91660,53141
202982,53141
219157,53141
219164,53141
199015,53141
219166,53141
219162,53141
199018,53141
219295,53141
219161,53141
199019,53141
